mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3443302631378174,0.045203619253890916,0.0008307933807373047,8.175798242659983e-05,log_loss,10,2,5,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.24555740356445313,0.014830093389449605,0.0007154941558837891,3.149039235561488e-05,log_loss,10,2,10,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.25294132232666017,0.023383306153585203,0.0007901191711425781,6.834741710272348e-05,log_loss,10,4,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.25754580497741697,0.053095356662712805,0.0007938861846923829,6.371611517205346e-05,log_loss,10,4,5,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.2681551933288574,0.03948603121314904,0.0008084297180175782,0.00011662645383289592,log_loss,10,4,10,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.25924386978149416,0.01096028796592882,0.0007802963256835938,5.188864746108252e-05,log_loss,20,1,2,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.525,0.5,0.65,0.5,0.575,0.55,0.0570087712549569,64
0.25710172653198243,0.01227872472611227,0.0007461071014404297,7.951322166391267e-06,log_loss,20,1,5,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.575,0.5,0.6,0.575,0.575,0.5650000000000001,0.03391164991562633,45
0.2595407009124756,0.016448516494993567,0.000739431381225586,2.9501002060049445e-05,log_loss,20,1,10,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.34070720672607424,0.07980761093107597,0.0008298873901367188,0.0001075297289695352,log_loss,20,2,2,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5,0.525,0.6,0.625,0.575,0.5650000000000001,0.04636809247747851,45
0.2965826988220215,0.0353765442914789,0.0008486747741699219,9.445379833824425e-05,log_loss,20,2,5,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.2721410274505615,0.03884995609339927,0.0007822513580322266,5.5283299996203225e-05,log_loss,20,2,10,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.2577185153961182,0.04189118246551876,0.0007152080535888672,7.61294678156387e-05,log_loss,20,4,2,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.24562902450561525,0.022871314887511585,0.0005864143371582031,8.188003538176532e-06,log_loss,20,4,5,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.20552568435668944,0.020304888965567824,0.0005648612976074218,2.0712743559782418e-05,log_loss,20,4,10,"{'criterion': 'log_loss', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
