mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009650850296020507,0.0025088784636443273,0.008283329010009766,0.00161251295963843,1e-09,{'var_smoothing': 1e-09},0.8,0.85,0.925,0.8,0.85,0.845,0.045825756949558406,5
0.012266063690185547,0.0043075026704087575,0.008600759506225585,0.0008663518025270179,1e-08,{'var_smoothing': 1e-08},0.825,0.85,0.925,0.825,0.85,0.8549999999999999,0.0367423461417477,4
0.011399221420288087,0.0008004772106374191,0.007019472122192383,0.0010753273831113704,1e-07,{'var_smoothing': 1e-07},0.825,0.85,0.925,0.85,0.85,0.86,0.033911649915626375,2
0.010986232757568359,0.00047992902191668313,0.004719781875610352,0.0018889176378652076,1e-06,{'var_smoothing': 1e-06},0.825,0.85,0.925,0.85,0.85,0.86,0.033911649915626375,2
0.009927892684936523,0.0008540873334783479,0.0022517681121826173,0.00038134640249934263,1e-05,{'var_smoothing': 1e-05},0.825,0.85,0.925,0.875,0.85,0.8649999999999999,0.033911649915626375,1
