mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.006954765319824219,0.0049039670283048285,0.008480024337768555,0.0033371641094183282,1e-09,{'var_smoothing': 1e-09},0.8,0.85,0.925,0.8,0.85,0.845,0.045825756949558406,5
0.01126866340637207,0.0014385820924284877,0.008118486404418946,0.002343546828024831,1e-08,{'var_smoothing': 1e-08},0.825,0.85,0.925,0.825,0.85,0.8549999999999999,0.0367423461417477,4
0.013712644577026367,0.0029358707891932677,0.007412576675415039,0.0020488879740520626,1e-07,{'var_smoothing': 1e-07},0.825,0.85,0.925,0.85,0.85,0.86,0.033911649915626375,2
0.014076995849609374,0.003025821432191145,0.004803705215454102,0.002137484062382319,1e-06,{'var_smoothing': 1e-06},0.825,0.85,0.925,0.85,0.85,0.86,0.033911649915626375,2
0.009055042266845703,0.0015410805283816533,0.002820873260498047,0.0007957151066198656,1e-05,{'var_smoothing': 1e-05},0.825,0.85,0.925,0.875,0.85,0.8649999999999999,0.033911649915626375,1
