mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
28.732090568542482,0.526569307100629,0.007367658615112305,0.0010128187974717574,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.775,0.825,0.75,0.8,0.875,0.805,0.043011626335213125,3
37.97386174201965,0.8924840446517172,0.008533382415771484,0.0010115151885699398,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8,0.875,0.75,0.8,0.875,0.82,0.04847679857416328,1
49.84742178916931,1.0833930083257097,0.009107065200805665,0.0010836479854734592,0.1,200,"{'learning_rate': 0.1, 'n_estimators': 200}",0.8,0.875,0.75,0.8,0.875,0.82,0.04847679857416328,1
10.40948257446289,0.2849232685614879,0.007525873184204101,0.002097255762420409,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.75,0.825,0.75,0.8,0.85,0.795,0.039999999999999994,4
16.175453233718873,0.539620124050936,0.006144380569458008,0.0017558054211459595,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.75,0.825,0.75,0.8,0.85,0.795,0.039999999999999994,4
22.364102697372438,0.9654739925977397,0.0034233570098876954,0.0010448668874850197,0.5,200,"{'learning_rate': 0.5, 'n_estimators': 200}",0.75,0.825,0.75,0.8,0.85,0.795,0.039999999999999994,4
6.943116044998169,0.4710050856611059,0.005691051483154297,0.0012421844923135336,1.0,50,"{'learning_rate': 1.0, 'n_estimators': 50}",0.675,0.75,0.7,0.75,0.775,0.73,0.03674234614174767,7
10.420257902145385,0.4042568605287141,0.00438532829284668,0.0007534338033271711,1.0,100,"{'learning_rate': 1.0, 'n_estimators': 100}",0.675,0.75,0.7,0.75,0.775,0.73,0.03674234614174767,7
10.920496034622193,0.48591036683679256,0.0013640403747558593,0.00011060796784400594,1.0,200,"{'learning_rate': 1.0, 'n_estimators': 200}",0.675,0.75,0.7,0.75,0.775,0.73,0.03674234614174767,7
