mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__activation,param_clf__alpha,param_clf__hidden_layer_sizes,param_clf__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8356621742248536,0.08564265636414473,0.005149364471435547,0.0008034714463905955,tanh,0.001,"(20,)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate_init': 0.01}",0.975,0.925,0.95,0.95,0.875,0.9349999999999999,0.03391164991562633,14
3.1947987556457518,0.10407683255818237,0.005558300018310547,0.0014492219263286417,tanh,0.001,"(15,)",0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (15,), 'clf__learning_rate_init': 0.001}",1.0,0.925,0.95,0.975,0.9,0.95,0.03535533905932736,4
0.983436393737793,0.05737251044761161,0.005502223968505859,0.0006842972915446348,tanh,0.001,"(15,)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (15,), 'clf__learning_rate_init': 0.01}",1.0,0.975,0.975,0.975,0.9,0.9650000000000001,0.03391164991562633,1
6.285662031173706,0.09070612486025768,0.005261373519897461,0.0010984357207555321,tanh,0.001,"(15, 10)",0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (15, 10), 'clf__learning_rate_init': 0.001}",0.9,1.0,0.95,0.95,0.875,0.9349999999999999,0.043588989435406726,14
1.6877424716949463,0.03317392740510726,0.0060043811798095705,0.0019721952317043137,tanh,0.001,"(15, 10)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (15, 10), 'clf__learning_rate_init': 0.01}",0.95,0.9,0.95,0.95,0.9,0.93,0.024494897427831747,23
1.1206199169158935,0.025121573839893923,0.0061928749084472655,0.0008076422156439797,tanh,0.001,50,0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': 50, 'clf__learning_rate_init': 0.001}",0.975,0.925,0.975,1.0,0.85,0.945,0.05338539126015655,7
0.792758560180664,0.03652275806341983,0.0071242332458496095,0.001778944556624746,tanh,0.001,50,0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.001, 'clf__hidden_layer_sizes': 50, 'clf__learning_rate_init': 0.01}",0.975,0.925,0.975,0.95,0.875,0.9400000000000001,0.037416573867739396,10
2.636200523376465,0.08070064121778692,0.005423450469970703,0.000505321968460712,tanh,0.01,"(20,)",0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate_init': 0.001}",1.0,0.925,0.975,0.9,0.875,0.9349999999999999,0.04636809247747851,14
0.8550271987915039,0.06870251768889889,0.004920768737792969,0.00044466102782301505,tanh,0.01,"(20,)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate_init': 0.01}",0.975,0.925,0.95,0.95,0.875,0.9349999999999999,0.03391164991562633,14
3.2151766300201414,0.04544672512461583,0.0053751468658447266,0.0003124030584398961,tanh,0.01,"(15,)",0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (15,), 'clf__learning_rate_init': 0.001}",1.0,0.925,0.95,0.975,0.9,0.95,0.03535533905932736,4
0.9967647552490234,0.014785586539078518,0.005348777770996094,0.0004674152213776764,tanh,0.01,"(15,)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (15,), 'clf__learning_rate_init': 0.01}",1.0,0.975,0.975,0.975,0.9,0.9650000000000001,0.03391164991562633,1
3.31838641166687,0.3332262621005059,0.0011246204376220703,0.0002198882220221514,tanh,0.01,"(15, 10)",0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (15, 10), 'clf__learning_rate_init': 0.001}",0.9,1.0,0.95,0.95,0.875,0.9349999999999999,0.043588989435406726,14
1.6611764907836915,0.07976328394506914,0.0029460906982421873,0.0007641863676809182,tanh,0.01,"(15, 10)",0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': (15, 10), 'clf__learning_rate_init': 0.01}",0.95,0.925,0.95,0.95,0.9,0.9350000000000002,0.01999999999999997,13
1.106217861175537,0.018593559040188702,0.007082653045654297,0.0018364384313394179,tanh,0.01,50,0.001,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': 50, 'clf__learning_rate_init': 0.001}",0.975,0.925,0.975,1.0,0.85,0.945,0.05338539126015655,7
0.4433189868927002,0.09107836956001329,0.003451633453369141,0.0017961922157388522,tanh,0.01,50,0.01,"{'clf__activation': 'tanh', 'clf__alpha': 0.01, 'clf__hidden_layer_sizes': 50, 'clf__learning_rate_init': 0.01}",0.975,0.925,0.975,0.95,0.875,0.9400000000000001,0.037416573867739396,10
