mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.22373018264770508,0.03419926790348676,0.0008259296417236328,8.017948401593401e-05,gini,20,1,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.6,0.55,0.6,0.475,0.625,0.5700000000000001,0.05338539126015655,32
0.2063539981842041,0.029984872138777693,0.0008752346038818359,0.0001963062194550089,gini,20,2,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.6,0.575,0.55,0.525,0.6,0.5700000000000001,0.02915475947422648,32
0.19927258491516114,0.020556939394207822,0.0007688999176025391,2.585451350220224e-05,gini,20,2,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.6,0.55,0.55,0.5,0.6,0.56,0.037416573867739396,62
0.20900912284851075,0.030021798974086078,0.0008426189422607421,6.626276427473155e-05,gini,20,2,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.575,0.55,0.6,0.5,0.6,0.5650000000000001,0.037416573867739396,45
0.20959649085998536,0.026988095370676986,0.000801706314086914,8.60190444076009e-05,gini,20,4,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.6,0.6,0.6,0.525,0.6,0.585,0.02999999999999998,4
0.18440499305725097,0.004538754637586063,0.000743246078491211,3.284767791642654e-05,gini,20,4,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.6,0.6,0.6,0.525,0.6,0.585,0.02999999999999998,4
0.22251448631286622,0.03021352338080781,0.0008263111114501954,8.020358476741517e-05,gini,20,4,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.6,0.525,0.6,0.525,0.6,0.5700000000000001,0.03674234614174765,32
0.2621861457824707,0.012865800594117936,0.0007158756256103515,5.793769660354172e-05,entropy,,1,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.525,0.5,0.65,0.5,0.575,0.55,0.0570087712549569,64
0.3107161521911621,0.06739252239246941,0.0008147239685058593,7.724385193478539e-05,entropy,,1,5,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.575,0.5,0.6,0.575,0.575,0.5650000000000001,0.03391164991562633,45
0.27681760787963866,0.03901786506499406,0.0007466316223144531,1.1902413294019839e-05,entropy,,1,10,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
